Date,Open,High,Low,Close,Adj Close,Volume
2021-09-21,147.520004,148.889999,146.320007,146.839996,146.234039,234400
2021-09-22,148.000000,153.419998,148.000000,152.179993,151.552002,275000
2021-09-23,151.940002,155.070007,151.940002,153.509995,152.876526,229700
2021-09-24,153.149994,159.740005,152.509995,158.300003,157.646759,387100
2021-09-27,158.339996,162.520004,158.339996,159.490005,158.831848,317200
2021-09-28,158.899994,160.820007,155.619995,156.380005,155.734680,227900
2021-09-29,157.080002,157.429993,153.490005,154.600006,153.962036,201400
2021-09-30,154.949997,154.949997,151.740005,151.960007,151.332932,322200
2021-10-01,152.820007,155.309998,150.880005,154.039993,153.404327,171400
2021-10-04,153.660004,157.449997,152.669998,153.600006,152.966156,265100
2021-10-05,153.250000,154.600006,152.210007,153.630005,152.996033,263700
2021-10-06,151.000000,153.059998,149.289993,152.740005,152.109711,180600
2021-10-07,153.850006,155.940002,153.580002,153.820007,153.185257,187900
2021-10-08,155.009995,156.490005,152.490005,153.449997,152.816772,178000
2021-10-11,153.199997,154.850006,152.460007,153.039993,152.408463,141900
2021-10-12,152.779999,153.679993,147.139999,147.910004,147.299637,279900
2021-10-13,147.399994,150.639999,146.910004,148.449997,147.837402,193200
2021-10-14,149.910004,152.300003,148.470001,151.500000,150.874817,156400
2021-10-15,152.429993,153.820007,150.600006,150.600006,149.978546,236000
2021-10-18,149.899994,150.250000,147.259995,147.779999,147.170166,168800
2021-10-19,149.100006,152.149994,148.850006,151.610001,150.984360,172500
2021-10-20,150.910004,154.919998,150.289993,153.419998,152.786896,214500
2021-10-21,153.169998,153.899994,148.470001,150.350006,149.729568,239500
2021-10-22,150.350006,152.350006,149.440002,151.610001,150.984360,138300
2021-10-25,152.050003,153.899994,150.759995,151.770004,151.143707,202100
2021-10-26,152.119995,154.229996,148.899994,150.289993,149.669800,219800
2021-10-27,150.009995,150.009995,145.009995,145.080002,144.481308,378000
2021-10-28,145.380005,150.710007,145.259995,149.910004,149.291382,284200
2021-10-29,149.130005,154.850006,148.429993,149.929993,149.311295,403800
2021-11-01,150.880005,155.990005,150.029999,154.289993,153.653305,602500
2021-11-02,152.559998,162.100006,150.860001,160.589996,159.927307,559800
2021-11-03,162.240005,164.509995,158.220001,163.770004,163.094193,397000
2021-11-04,163.949997,164.479996,160.229996,162.500000,161.829422,318000
2021-11-05,164.000000,167.789993,162.910004,167.589996,166.898422,352200
2021-11-08,168.729996,169.500000,165.740005,169.330002,168.631241,557800
2021-11-09,169.089996,170.509995,167.399994,169.630005,168.930008,358300
2021-11-10,168.229996,170.520004,167.690002,168.630005,168.630005,350600
2021-11-11,168.600006,170.669998,167.190002,170.000000,170.000000,522400
2021-11-12,170.149994,171.160004,167.429993,168.169998,168.169998,417900
2021-11-15,169.000000,171.089996,167.710007,170.500000,170.500000,685500
2021-11-16,170.500000,170.500000,166.770004,168.429993,168.429993,300400
2021-11-17,167.039993,168.490005,166.270004,167.800003,167.800003,271100
2021-11-18,168.009995,168.009995,164.300003,164.850006,164.850006,232100
2021-11-19,163.509995,165.029999,162.330002,163.419998,163.419998,322500
2021-11-22,164.740005,166.509995,162.720001,164.539993,164.539993,298500
2021-11-23,165.050003,165.830002,162.369995,162.550003,162.550003,302500
2021-11-24,161.240005,162.509995,160.190002,160.369995,160.369995,213500
2021-11-26,156.690002,156.960007,154.360001,155.929993,155.929993,184500
2021-11-29,157.889999,157.889999,153.639999,155.699997,155.699997,278200
2021-11-30,153.779999,153.940002,146.740005,149.500000,149.500000,608500
2021-12-01,152.339996,154.449997,146.009995,146.009995,146.009995,379000
2021-12-02,146.550003,156.149994,145.179993,154.380005,154.380005,716500
2021-12-03,155.039993,156.929993,152.050003,153.960007,153.960007,285400
2021-12-06,154.179993,157.100006,152.009995,152.419998,152.419998,477800
2021-12-07,153.899994,156.880005,153.899994,155.009995,155.009995,328500
2021-12-08,156.070007,157.380005,153.979996,154.979996,154.979996,236100
2021-12-09,155.830002,155.990005,153.630005,154.000000,154.000000,261300
2021-12-10,154.160004,155.080002,152.470001,153.970001,153.970001,159000
2021-12-13,152.710007,153.770004,147.940002,150.399994,150.399994,320400
2021-12-14,149.160004,150.990005,146.009995,146.470001,146.470001,294100
2021-12-15,145.850006,146.639999,140.830002,145.300003,145.300003,484200
2021-12-16,146.830002,148.389999,143.550003,145.190002,145.190002,322600
2021-12-17,145.110001,147.729996,142.940002,146.820007,146.820007,440200
2021-12-20,144.139999,144.550003,139.690002,143.479996,143.479996,314700
2021-12-21,144.740005,148.250000,144.160004,147.929993,147.929993,331500
2021-12-22,148.000000,149.559998,146.860001,148.690002,148.690002,395900
2021-12-23,149.000000,153.130005,148.740005,152.779999,152.779999,438100
2021-12-27,151.919998,153.880005,150.309998,152.990005,152.990005,356100
2021-12-28,152.770004,156.009995,152.259995,152.589996,152.589996,421000
2021-12-29,152.570007,152.960007,147.770004,148.009995,148.009995,360500
2021-12-30,148.740005,153.479996,148.740005,152.000000,152.000000,394400
2021-12-31,152.000000,153.720001,149.490005,150.979996,150.979996,283700
2022-01-03,151.440002,156.350006,151.440002,153.410004,153.410004,268400
2022-01-04,154.869995,156.380005,151.649994,151.970001,151.970001,338900
2022-01-05,152.630005,154.639999,148.889999,149.139999,149.139999,343000
2022-01-06,150.449997,152.240005,148.100006,150.800003,150.800003,337000
2022-01-07,150.850006,155.869995,150.850006,155.330002,155.330002,281100
2022-01-10,155.619995,156.229996,152.199997,154.270004,154.270004,309700
2022-01-11,154.039993,155.149994,152.600006,154.740005,154.740005,259700
2022-01-12,155.529999,164.639999,155.529999,164.199997,164.199997,495300
2022-01-13,164.190002,171.610001,163.690002,169.929993,169.929993,1332300
2022-01-14,168.889999,170.770004,168.070007,170.000000,170.000000,1248700
2022-01-18,169.000000,169.949997,162.660004,165.190002,165.190002,425100
2022-01-19,166.389999,168.429993,161.190002,163.339996,163.339996,321100
2022-01-20,162.830002,164.669998,155.500000,155.800003,155.800003,425200
2022-01-21,154.800003,159.429993,152.570007,158.419998,158.419998,513300
2022-01-24,156.380005,159.929993,153.059998,159.529999,159.529999,484200
2022-01-25,157.429993,160.369995,153.619995,159.419998,159.419998,372600
2022-01-26,160.869995,163.529999,156.320007,158.399994,158.399994,353300
2022-01-27,159.830002,162.039993,153.899994,154.669998,154.669998,448600
2022-01-28,155.550003,162.789993,153.589996,162.419998,162.419998,297900
2022-01-31,161.949997,166.460007,161.699997,165.380005,165.380005,412300
2022-02-01,165.380005,170.000000,164.889999,169.259995,169.259995,507300
2022-02-02,168.559998,174.860001,167.250000,172.610001,172.610001,409100
2022-02-03,170.270004,172.179993,169.279999,169.860001,169.860001,368500
2022-02-04,169.270004,171.449997,166.160004,169.270004,169.270004,348400
